hotel_id,hotel_name,description,review,score,price,country,city,location,image,amenities
25,Barcelo Palmeraie,"Situé dans le quartier de la Palmeraie, le Barcelo Palmeraie possède une piscine extérieure et un spa. Une connexion Wi-Fi est disponible gratuitement dans tout l'établissement et l'aéroport de Marrakech se trouve à 18 km.Les chambres du Barcelo Palmeraie sont toutes dotées d'une salle de bains privative, d'un balcon ou d'une terrasse, d'un minibar et d'une télévision par satellite à écran plat.Le petit-déjeuner peut être commandé tous les jours. Vous pourrez choisir entre des plats internationaux ou marocains dans les 3 restaurants de l'hôtel, servis sur la terrasse près de la piscine.L'établissement se trouve à 13 km du palais de la Bahia et des tombeaux Saadiens. La place Jamaâ El Fna et la mosquée Koutoubia se situent à 11 km et le jardin Majorelle à 9,5 km.Nous parlons votre langue !",960,7.7,920,Maroc,Marrakech,"Km 6 Route de Fès BP 658, 40000 Marrakech, Maroc",25.jpg,2 piscines | Navette aéroport | Spa et centre de bien-être | Salle de sport bien | Chambres non-fumeurs | Service d'étage | Parking gratuit | Plateau/bouilloire dans tous les hébergements | Bar
26,Adam Park Marrakech Hotel & Spa,"Situé à 15 minutes à pied des jardins de l'Agdal, l'Adam Park Marrakech Hotel & Spa propose une connexion Wi-Fi gratuite, une piscine extérieure et plusieurs restaurants qui vous serviront une variété de cuisines, ainsi qu'un petit-déjeuner quotidien.Dotées d'une terrasse ou d'un balcon offrant une vue sur les environs, toutes les chambres de l'Adam Park Marrakech Hotel & Spa comprennent la climatisation, une télévision par satellite à écran plat et une salle de bains privative.Vous pourrez choisir le restaurant Traviata, avec de la musique et des spécialités italiennes à déguster sur la terrasse donnant sur la piscine ou savourer une cuisine marocaine au restaurant Sidibibi. Dans le cadre contemporain du restaurant XS et au restaurant L’international de style Art déco, vous profiterez de plats internationaux.Lors de votre séjour vous aurez la possibilité de faire de l'exercice sur les appareils de cardio-training à la salle de sport ou de vous détendre avec un soin corporel.En voiture, vous rejoindrez le palais El Badi en 7 minutes et la place Jamaâ El Fna en 10 minutes. Enfin, l'Adam Park Marrakech Hotel & Spa se trouve à 7 km du parcours de golf Royal et à 20 minutes de route de l'aéroport de Marrakech-Ménara.Nous parlons votre langue !",1677,7.5,760,Maroc,Marrakech,"Zone Touristique de l'Agdal, L'Agdal, 40000 Marrakech, Maroc",26.jpg,1 piscine | Navette aéroport | Spa et centre de bien-être | Chambres non-fumeurs | Service d'étage | Restaurant | Connexion Wi-Fi gratuite | Petit-déjeuner
27,"Radisson Blu Marrakech, Carré Eden","Doté d'une piscine extérieure et d'un restaurant, le Radisson Blu Hotel Marrakech Carré Eden est situé à Marrakech. Il met à votre disposition une connexion Wi-Fi gratuite.Toutes les chambres climatisées disposent d'un balcon et d'une terrasse. Leur salle de bains privative est dotée d'une baignoire, d'une douche et d'un sèche-cheveux. Par ailleurs, vous bénéficierez de vues sur la ville et la piscine depuis votre chambre.L'établissement possède en outre une salle de sport. Vous profiterez également d'un bureau d'excursions, d'une bagagerie et d'un club pour enfants. Le parking de l'hôtel est gratuit.Vous séjournerez à 5 minutes de route de la gare de Marrakech et à 5 minutes de marche de Marrakech Plaza. L'aéroport de Marrakech-Ménara est implanté à 4 km.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,2 pour un séjour en solo.Nous parlons votre langue !",1547,8.4,263,Maroc,Marrakech,"166-176 avenue Mohamed V, Guéliz, 40000 Marrakech, Maroc",27.jpg,1 piscine | Navette aéroport | Spa et centre de bien-être | Salle de sport superbe | Chambres non-fumeurs | Service d'étage | Parking gratuit | Plateau/bouilloire dans tous les hébergements | Bar | Très bon petit-déjeuner
28,Kenzi Menara Palace & Resort All Inclusive,"Le Kenzi Menara Palace & Resort All Inclusive est un hôtel de luxe situé dans un parc d'environ 4 hectares à Marrakech, à seulement 10 minutes en voiture de la place Jemaa el-Fna. Il vous permettra d'accéder gratuitement à la piscine extérieure, à la salle de sport et de bénéficier d'une entrée gratuite par séjour au sauna ou au hammam.Présentant une décoration classique dans des couleurs vives caractéristiques du Maroc, les chambres possèdent un balcon offrant une vue sur les montagnes de l'Atlas. Elles sont en outre dotées de la climatisation et d'une connexion Wi-Fi gratuite.Le restaurant international Terrasse de l'Insensé et le restaurant de spécialités L'insensé vous serviront une cuisine de qualité. Vous trouverez également sur place un restaurant traditionnel marocain, tandis que vous pourrez profiter du snack-bar au bord de la piscine et du piano-bar de l'hôtel.Le Kenzi Menara Palace & Resort All Inclusive est installé à quelques pas du centre commercial Al Mazar et de la discothèque Pacha. Il met gratuitement à votre disposition un parking et un service de navette vers le centre-ville.Nous parlons votre langue !",1624,8.1,184,Maroc,Marrakech,"Avenue Mohamed VI Zone Agdal, L'Agdal, 40000 Marrakech, Maroc",28.jpg,3 piscines | Navette aéroport | Spa et centre de bien-être | Salle de sport bien | Chambres non-fumeurs | Service d'étage | Parking gratuit | Plateau/bouilloire dans tous les hébergements | Bar | Bon petit-déjeuner
29,Riad La Calèche,"Doté d'une piscine intérieure et d'un centre de spa et de bien-être, le Riad La Calèche est situé à Marrakech. Il est équipé d'une connexion Wi-Fi gratuite.Les chambres climatisées comportent un minibar. La cuisine est équipée d'un réfrigérateur et d'une table à manger. La salle de bains privative est pourvue d'une douche et d'un sèche-cheveux. De plus, des articles de toilette vous seront fournis gratuitement.Un restaurant est disponible et vous pourrez profiter d'un salon commun, d'un bureau d'excursions et de magasins sur place. Vous aurez la possibilité de pratiquer différentes activités sur place ou dans les environs, telles que le golf, l'équitation et la randonnée à vélo et l'équitation.Le riad se trouve à 300 mètres de la place Jamaâ El Fna, et de la médina de Marrakech et de son souk. L'aéroport de Marrakech-Ménara est accessible à 5 km.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,3 pour un séjour en solo.Nous parlons votre langue !",500,8.9,433,Maroc,Marrakech,"20 Derb Boulfdail Kennaria , Médina, 40000 Marrakech, Maroc",29.jpg,1 piscine | Navette aéroport | Chambres non-fumeurs | Service d'étage | Restaurant | Connexion Wi-Fi gratuite | Petit-déjeuner fabuleux
30,Mövenpick Hotel Mansour Eddahbi Marrakech,"Le Mövenpick Hotel Mansour Eddahbi Marrakech est situé dans le quartier de l'Hivernage à Marrakech, à 100 mètres du palais des congrès. Il propose un restaurant, un spa, un sauna et 2 piscines extérieures, dont une ouverte toute l'année.Toutes les chambres sont équipées d'une télévision à écran plat et certaines comprennent un coin salon propice à la détente. Leur salle de bains privative est pourvue de peignoirs, de chaussons et d'articles de toilette gratuits.De plus, le Mövenpick Hotel Mansour Eddahbi Marrakech possède un salon de coiffure.Sur place, vous profiterez aussi d'un service de location de voitures pour découvrir cette région prisée des amateurs de golf. Vous séjournerez à 1 km des jardins de la Ménara et du centre commercial Marrakech Plaza. Enfin, l'aéroport de Marrakech-Ménara, le plus proche, se trouve à 3 km du Mövenpick Hotel Mansour Eddahbi Marrakech.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,7 pour un séjour en solo.Nous parlons votre langue !",1251,8.1,818,Maroc,Marrakech,"Avenue Mohamed VI, L’Hivernage, 40000 Marrakech, Maroc",30.jpg,2 piscines | Spa et centre de bien-être | Salle de sport bien | Chambres non-fumeurs | Service d'étage | Équipements pour les personnes handicapées | Restaurant | Bar | Très bon petit-déjeuner
31,Kenzi Club Agdal Medina - All Inclusive,"Installé dans le centre touristique de Marrakech, le Kenzi Club Agdal Medina - All Inclusive possède deux piscines, deux courts de tennis et une salle de sport. Ce luxueux hôtel-club propose des chambres spacieuses avec un balcon et un minibar.L'Agdal Medina est doté d'un spa comprenant un hammam, un bain à remous et dispensant des massages sur demande.Tous les hébergements disposent de la télévision par satellite et d'une salle de bains privative pourvue d'un sèche-cheveux. Lors de votre arrivée, vous serez accueilli avec une bouteille d'eau dans la chambre. Par ailleurs, vous bénéficierez gracieusement d'une connexion Wi-Fi dans les parties communes.Pendant votre séjour, vous pourrez déguster une cuisine marocaine au restaurant et prendre un verre au bar sur place. Vous apprécierez le petit-déjeuner buffet ainsi que les déjeuners et dîners préparés chaque jour.Vous profiterez également de la discothèque Le Pacha, ouverte du lundi au vendredi. Vos enfants apprécieront quant à eux le club qui leur est dédié. Vous aurez aussi la possibilité d'utiliser gratuitement le parking sur place.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,3 pour un séjour en solo.Nous parlons votre langue !",1588,8.4,547,Maroc,Marrakech,"Avenue Mohamed VI Zone Touristique Agdal, L'Agdal, 40000 Marrakech, Maroc",31.jpg,3 piscines | Spa et centre de bien-être | Chambres non-fumeurs | Équipements pour les personnes handicapées | Restaurant | Connexion Wi-Fi gratuite | Parking gratuit | Bar | Superbe  petit-déjeuner
32,Residence Olivier De Marrakech,"Installée à Marrakech, à respectivement 2,3 et 2,9 km des jardins de la Ménara et Majorelle, la Residence Olivier De Marrakech propose un restaurant ainsi que des hébergements climatisés avec une connexion Wi-Fi gratuite et un salon commun.Tous les logements incluent un canapé, un coin salon, une télévision par satellite à écran plat, une cuisine bien équipée avec un coin repas ainsi qu’une salle de bains privative munie d’articles de toilette gratuits.Tous les matins, vous pourrez déguster un petit-déjeuner à la carte.Lors de votre séjour, vous pourrez profiter d’un centre d’affaires et d’une réception ouverte 24h/24.Une terrasse et un jardin sont également à votre disposition.Vous séjournerez à 3,4 km du souk de la médina et à 3,5 km du musée Yves Saint Laurent. Moyennant des frais supplémentaires, la Residence Olivier De Marrakech assure un service de navette aéroport, le plus proche étant celui de Marrakech-Ménara, situé à 3 km.Nous parlons votre langue !",137,5.5,367,Maroc,Marrakech,Rue Abou bakr Sediq 40000 Marrakech Morocco,32.jpg,Navette aéroport | Spa et centre de bien-être | Chambres non-fumeurs | Service d'étage | Parking gratuit | Restaurant
33,Hivernage Hotel & Spa,"L'Hivernage Hotel & Spa vous accueille à quelques pas de la médina et des souks de Marrakech. Ses chambres sont équipées d'une télévision par satellite et d'une connexion Wi-Fi gratuite.L'hôtel dispose de terrasses panoramiques qui donnent sur la Bab Jdid, l'une des neuf portes de la ville, les jardins de l'Agdal et les sommets de l'Atlas.Vous pourrez vous détendre au spa sur place, qui propose un sauna, un jacuzzi et des soins anti-stress.Le restaurant de l'Hivernage, La Table du Marché, sert une cuisine inventive à base de produits locaux, que vous pourrez savourer sur la jolie terrasse.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,1 pour un séjour en solo.Nous parlons votre langue !",888,8.0,895,Maroc,Marrakech,"Rue Des Temples, L’Hivernage, 40000 Marrakech, Maroc",33.jpg,1 piscine | Navette aéroport | Spa et centre de bien-être | Salle de sport très bien | Chambres non-fumeurs | Service d'étage | Parking gratuit|  Bar |Bon petit-déjeuner
34,Riad Viva,"Au cœur de la médina, le Riad Viva dispose d'un toit-terrasse avec piscine, d'un restaurant, ainsi que d'une vue sur la mosquée Kotoubia et la vieille ville. Situé à 10 minutes de marche de la place Jamaâ El Fna, il propose gratuitement une connexion Wi-Fi.Pourvus d'un patio privé et de mosaïques artisanales, les hébergements du Riad Viva sont décorés dans des couleurs marocaines traditionnelles. Les chambres sont climatisées et comprennent une télévision à écran LCD. Les suites spacieuses bénéficient en outre d'un coin salon séparé.Un petit-déjeuner traditionnel est servi tous les matins sur la terrasse, où vous pourrez également déguster une cuisine marocaine. N'hésitez pas à profiter d'un moment de détente en sirotant un verre dans l'un des coins salon traditionnels.L'aéroport de Marrakech-Menara est idéalement situé à 15 minutes en voiture du riad, qui assure gratuitement un service de navette aéroport aller. La gare de Marrakech se trouve à 4 km.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,8 pour un séjour en solo.Nous parlons votre langue !",475,9.2,558,Maroc,Marrakech,"107 Derb Mbarek, Sidi Mimoun, 40008 Marrakech, Maroc",34.jpg,1 piscine | Navette aéroport | Spa et centre de bien-être | Chambres non-fumeurs | Service d'étage | Restaurant | Connexion Wi-Fi gratuite | Bar | Superbe petit-déjeuner
35,Hotel Ali,"L'hôtel Ali est situé au cœur de Marrakech, à seulement 701 m de la place Jemaâ El Fna et de la mosquée Koutoubia. L'hôtel dispose d'un toit-terrasse avec une vue panoramique sur la ville.Les chambres climatisées de l'Hotel Ali sont décorées de façon traditionnelle et offrent une vue sur le patio. Elles comprennent chacune une salle de bains privative avec douche ou baignoire.Les repas peuvent être pris dans le coin repas ou sur la terrasse. Une connexion Wi-Fi est disponible dans les parties communes et l'hôte peut vous aider à organiser des transferts, des excursions et des visites guidées dans les environs.Le palais de la Bahia se trouve à 1,2 km de l'hôtel et l'Almoravid Koubba est à 1,5 km. L'établissement se trouve à 3 km du jardin Majorelle et à 15 minutes en voiture de l'aéroport de Marrakech-Menara.C'est la partie préférée de nos clients à Marrakech, selon des critiques indépendantes.Les voyageurs en solo en particulier aiment l'emplacement - ils l'ont noté 9,3 pour un séjour d'une personne.",217,7.6,230,Maroc,Marrakech,"Rue Moulay Ismail, Médina, 40000 Marrakech, Maroc",35.jpg,Wifi gratuit | Chambres familiales | Le restaurant Terrasse | Réception ouverte 24h/24 | Bon petit déjeuner
36,Hôtel Narjisse,"À quelques pas de la célèbre place Jamaâ El Fna, l'hôtel Narjisse propose des chambres avec salle de bains privative. Idéalement situé, il offre une base idéale pour explorer la médina marocaine.Toutes les chambres climatisées sont équipées d'une télévision par satellite et d'une connexion Wi-Fi gratuite.L'hôtel dispose d'un hall de réception spacieux avec une fontaine et des plantes tropicales.L'hôtel Narjisse est à seulement 10 minutes en voiture de l'aéroport de Marrakech. Un parking privé est disponible à proximité.C'est la partie préférée de nos clients à Marrakech, selon des critiques indépendantes.Les voyageurs en solo en particulier aiment l'emplacement - ils l'ont évalué à 9,1 pour un séjour d'une personne.Nous parlons votre langue !",304,8.3,319,Maroc,Marrakech,"101 Oqba Ben Nafiaa, Médina, 40000 Marrakech, Maroc ",36.jpg,Navette aéroport | Chambres non-fumeurs | Wifi gratuit | Parking privé | Wi-Fi dans tous les domaines | Service de chambre | Machine à thé/café dans toutes les chambres
37,"Dar Rhizlane, Palais Table d'hôtes & SPA","Entouré par un vaste jardin avec piscine extérieure, l'Hôtel Dar Rhizlane est situé dans le quartier de l'Hivernage, à Marrakech, à 2 km de la place Jamaâ El Fna. Il possède un spa.Décorées dans un style marocain, les chambres climatisées disposent d'une terrasse donnant sur le jardin. Elles sont également équipées d'une connexion Wi-Fi gratuite, d'une télévision par satellite à écran plat et d'une salle de bains privative.Les restaurants sur place vous proposeront des plats marocains et internationaux servis dans la salle à manger traditionnelle ou sur la terrasse bordant la piscine. Vous aurez en outre l'occasion de participer à des ateliers pour apprendre à cuisiner des recettes locales.L'Hôtel Dar Rhizlane est situé en face des jardins de la Ménara et à 3 km de ceux de l'Agdal. Enfin, la gare ONCF de Marrakech est implantée à 2 km, tandis que l'aéroport de Marrakech-Ménara est à 2,7 km.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,2 pour un séjour en solo.Nous parlons votre langue !",608,9.2,2433,Maroc,Marrakech,"Avenue Jnane El Harti Hivernage, Hivernage, 40000 Marrakech, Maroc",37.jpg,1 piscine | Navette aéroport | Spa et centre de bien-être | Chambres non-fumeurs | Connexion Wi-Fi gratuite | Service d'étage | Restaurant | Plateau/bouilloire dans tous les hébergements | Bar | Petit-déjeuner fabuleux
38,Hôtel Dar Youssef,"L’Hôtel Dar Youssef vous accueille à Marrakech, à moins de 1 km de la mosquée Koutoubia et à 15 minutes à pied du palais de la Bahia. Il propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Il possède des chambres familiales et une terrasse. Vous pourrez profiter d’une réception ouverte 24h/24, d’un bureau d’excursions et d’un service de change.Dans les environs, vous trouverez des lieux d’intérêt comme la place Jemaa el-Fna, le souk de la médina et le musée Mouassine. L’aéroport de Marrakech-Ménara, le plus proche, se situe à 4 km de l’Hôtel Dar Youssef. Un service de navette aéroport est assuré, moyennant un supplément.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,4 pour un séjour en solo.Nous parlons votre langue !",1141,6.8,309,Maroc,Marrakech,"N114 Derb Sidi Bouloukat Riad Zitoune Lakdim Marrakech Medina, Médina, 40000 Marrakech, Maroc",38.jpg,Navette aéroport | Wifi gratuit | Chambres non-fumeurs | Chambres familiales | Terrasse
39,Hôtel Oudaya,"Situé dans le quartier Gueliz de Marrakech, à 500 mètres de l'avenue Mohammed VI et à 15 minutes à pied du jardin Majorelle, cet hôtel propose des chambres climatisées. Une piscine avec un bar au bord de la piscine et un sauna est disponible sur place.Les chambres de l'Hotel Oudaya disposent d'un balcon ou d'une terrasse et sont équipées de la télévision par satellite et d'un téléphone. Chaque chambre dispose d'une salle de bains privative avec sèche-cheveux et baignoire ou douche. Toutes les chambres sont desservies par un ascenseur.Un petit-déjeuner continental est servi chaque matin dans la salle à manger. Vous pourrez prendre vos autres repas sur la terrasse du restaurant avec vue sur la piscine, ou prendre un verre ou une collation au bar.Des massages et des soins sont disponibles au spa de l'hôtel. Vous pourrez également vous détendre dans le salon de style marocain où une connexion Wi-Fi est disponible gratuitement. La réception de l'hôtel est ouverte 24h/24.Nous parlons votre langue !",1537,6.5,287,Maroc,Marrakech,"147 rue Mohamed El Baqual Gueliz, Gueliz, 40000 Marrakech, Maroc ",39.jpg,1 piscine | Spa | Wifi gratuit | Service de chambre | Le restaurant | Chambres familiales | Animaux acceptés | Bar Petit-déjeuner
40,Résidence Ezzahia,"Située dans le quartier Gueliz de Marrakech, la Résidence Ezzahia se trouve à seulement 10 minutes en voiture de la célèbre place Jamaâ El Fna de la ville. Il propose une piscine extérieure entourée d'une terrasse.Toutes les chambres et appartements climatisés sont décorés individuellement. Elles sont dotées d'un balcon, d'une salle de bains privative et d'une télévision.Après une journée de visites, vous pourrez vous détendre avec un verre au bar. Une connexion Wi-Fi gratuite est disponible dans les parties communes et dans certaines chambres.Depuis l'hôtel, les clients ont un accès facile aux principaux sites touristiques, notamment la Medersa Ben Youssef, les tombeaux saadiens et le palais El Badi.Nous parlons votre langue !",1474,6.4,301,Maroc,Marrakech,"Avenue Abdelkrim El Khattabi Gueliz , 40000 Marrakech, Maroc",40.jpg, 1 piscine | Wifi gratuit | Chambres non-fumeurs | Parking privé | Wi-Fi dans tous les domaines | Service de chambre | Le restaurant | Petit-déjeuner
41,Chems Hotel,"Situé à 500 mètres de la place Jamaâ El Fna et de la mosquée Koutoubia, le Chems Hotel propose un hébergement 4 étoiles. Il possède une piscine extérieure et un restaurant donnant sur la piscine et le jardin.Toutes les chambres du Chems comportent un balcon privé avec vue et une télévision par satellite à écran LCD. Elles présentent une décoration simple et moderne et disposent d'une salle de bains privativeLe restaurant est doté de grands piliers et sert un petit-déjeuner continental tous les matins. Par beau temps, vous pourrez dîner sur la terrasse de la piscine ou commander une collation au bar de la piscine.Une connexion Wi-Fi est disponible gratuitement dans les chambres et les parties communes, et l'hôtel met également à votre disposition un parking privé sur place. L'aéroport de Marrakech-Menara est à seulement 5 km de l'établissement.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,9 pour un séjour à deux.Nous parlons votre langue !",2035,6.7,482,Maroc,Marrakech,"Avenue Houmane El Fetouaki, Médina, 40000 Marrakech, Maroc",41.jpg,1 piscine | Navette aéroport | Spa et centre de bien-être | Connexion Wi-Fi gratuite | Chambres non-fumeurs | Parking gratuit | Service d'étage | Bar | Petit-déjeuner
42,Hotel Agdal,"L'hôtel Agdal est situé dans le centre de Marrakech, à 3 km de la place Jamaâ El Fna et de la Médina. Il possède une piscine extérieure et des chambres climatisées dotées d'une terrasse privée.Chaque chambre présente une décoration contemporaine et un mobilier marocain authentique. Elles sont équipées d'une télévision par satellite et d'une salle de bains privative.Le restaurant de l'établissement sert une cuisine internationale et des spécialités marocaines traditionnelles. Vous pourrez également profiter de la pizzeria et du snack-bar qui donne sur une terrasse au bord de la piscine.L'Agdal met à votre disposition une réception ouverte 24h/24, un bureau d'excursions et une connexion Wi-Fi gratuite. Un parking privé est fourni gratuitement sur place. Enfin, l'aéroport international de Ménara se trouve à seulement 10 km.Nous parlons votre langue !",3120,5.7,200,Maroc,Marrakech,"1 Boulevard Zerktouni,Gueliz, Guéliz, 40000 Marrakech, Maroc ",42.jpg,1 piscine | Chambres non-fumeurs | Connexion Wi-Fi gratuite | Équipements pour les personnes handicapées | Restaurant | Service d'étage | Wi-Fi disponible partout
43,Yaad City Hotel,"Doté d'une piscine et d'un restaurant, le Yaad City Hotel est situé à Marrakech, à 2 minutes à pied des jardins Majorelle. Une connexion Wi-Fi gratuite est disponible.Toutes les chambres comprennent une télévision connectée par satellite et la climatisation. Leur salle de bains privative est pourvue d'une baignoire ou d'une douche.Cet établissement possède une réception ouverte 24h/24 et une terrasse. Des salles de réunion sont également présentes.L'hôtel se trouve à 1,1 km de la gare de Marrakech, à 1,5 km du palais des congrès et à 2,5 km de la place Jamaâ el Fna. L'aéroport de Marrakech-Ménara est à 4 km.Les voyageurs individuels apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,2 pour un séjour en solo.Nous parlons votre langue !",1794,8.1,500,Maroc,Marrakech,"Rue Ibn Aicha, Gueliz, 40000 Marrakech, Maroc ",43.jpg,1 piscine | Connexion | Wi-Fi gratuite | Chambres non-fumeurs | Wi-Fi disponible partout | Service d'étage Restaurant | Chambres familiales | Bon petit-déjeuner
44,Hotel Les Trois Palmiers,"L'Hotel Les Trois Palmiers vous accueille à quelques minutes de l'aéroport de Marrakech Menara. Il dispose d'une piscine extérieure et la plupart des hébergements possèdent un balcon ou une terrasse.Les chambres spacieuses sont climatisées et affichent une décoration moderne. Elles sont toutes dotées d'une télévision par satellite à écran plat et d'un minibar.L'Hotel Les Trois Palmiers dispose de 2 restaurants. Vous pourrez déguster une cuisine internationale au Continental ou une cuisine marocaine typique au Tayfour. Vous trouverez également un snack-bar, le Kech Delight, concoctant une cuisine légère et des options diététiques.Vous profiterez en outre d'une terrasse bien exposée et d'un coin salon. Une connexion Wi-Fi est disponible gratuitement dans les parties communes. Sur demande, des massages et des soins corporels seront dispensés dans votre chambre.Vous séjournerez à moins de 10 minutes de route du centre de Marrakech et du quartier de la médina.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,0 pour un séjour à deux.Nous parlons votre langue !",982,7.8,372,Maroc,Marrakech,"18 Rue Loubnane, Guéliz, 40000 Marrakech, Maroc ",44.jpg,1 piscine | Connexion | Wi-Fi gratuite | Chambres non-fumeurs | Wi-Fi disponible partout | Service d'étage Restaurant | Chambres familiales | Bon petit-déjeuner
45,Hôtel Faouzi,"L'Hôtel Faouzi vous accueille à Marrakech. Il est doté d'une connexion Wi-Fi gratuite.Ses hébergements comprennent notamment une télévision par satellite à écran plat, ainsi qu'une salle de bains privative pourvue d'une douche.L'hôtel dispose d'une terrasse et d'un bureau d'excursions.Vous séjournerez à 700 mètres du Palais de la Bahia, à 2,3 km du Palais des Congrès et à 2,3 km du jardin Majorelle. L'aéroport de Menara est à 4 km.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,5 pour un séjour à deux.Nous parlons votre langue !",214,8.2,298,Maroc,Marrakech,"67, Derb Sidi Bou Loukate, Médina, 40000 Marrakech, Maroc",45.jpg,Navette aéroport | Connexion Wi-Fi gratuite | Chambres familiales | Service d'étage | Terrasse | Petit-déjeune
46,Hotel Amalay,"Idéalement situé, l'Hotel Amalay se trouve à seulement 4 km de la place Jamaâ El Fna et des marchés du centre de Marrakech. Il possède un bar ainsi que 2 restaurants décorés dans un authentique style marocain.Les chambres climatisées comportent un balcon, une télévision par satellite et une salle de bains privative. Décorées dans des tons traditionnels, elles sont dotées d'un mobilier en bois.Vous aurez le choix entre 2 restaurants proposant des spécialités marocaines et internationales. Après une journée passée à visiter les environs, vous pourrez vous détendre avec un verre au bar ou dans le grand salon.Installé sur l'avenue Mohamed V, l'Hotel Amalay se situe à seulement 15 minutes en voiture de l'aéroport de Marrakech-Ménara.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,0 pour un séjour à deux.Nous parlons votre langue !",896,6.5,255,Maroc,Marrakech,"87, Bd Mohamed V, Guelliz, Guéliz, 40000 Marrakech, Maroc",46.jpg,Chambres non-fumeurs | Connexion Wi-Fi gratuite | Service d'étage | Restaurant | Chambres familiales | Bar | Petit-déjeuner
47,Hotel Akabar,"L'Hotel Akabar est installé dans le quartier résidentiel de L’Hivernage et est décoré dans un style marocain. Il dispose d'une piscine extérieure entourée de palmiers et propose des chambres climatisées avec balcon.La célèbre Avenue Mohammed 5, avec ses nombreux magasins, se trouve à seulement 500 mètres. L'hôtel se trouve en face d'un kiosque qui vend du tabac, des souvenirs et des journaux.Le restaurant de l'Akabar sert des plats internationaux et marocains dans l'élégante salle à manger ornée de lustres. Vous pourrez également prendre un verre au bar ou une collation au fast-food près de la piscine.Toutes les chambres sont équipées d'une télévision, d'un téléphone et d'un coffre-fort. Elles comprennent en outre une salle de bains privative et une baignoire.Le personnel de l'hôtel parle anglais, français et espagnol ; il sera ravi de vous aider à organiser votre séjour. La réception est ouverte 24h/24 et une connexion Wi-Fi est disponible gratuitement dans les parties communes.Les activités locales comprennent le golf, l'équitation et le tennis. L'Akabar se trouve à seulement 2 km de la place Jamaâ El Fna et à 7 km de l'aéroport Marrakech - Menara. Un parking privé est disponible gratuitement sur place.C'est le quartier préféré des voyageurs visitant Marrakech, selon les commentaires clients indépendants.Nous parlons votre langue !",23,7.7,378,Maroc,Marrakech,"Avenue Echouhada-Quartier De L'hivernage, L’Hivernage, 40000 Marrakech, Maroc",47.jpg,1 piscine | Navette aéroport | Connexion Wi-Fi gratuite | Chambres non-fumeurs | Équipements pour les personnes handicapées | Service d'étage | Restaurant | Bar | Petit-déjeuner
48,Hotel Imperial Plaza & Spa,"L'Imperial Plaza vous accueille en plein centre de Marrakech. Il possède un spa et centre de bien-être ainsi qu'un toit-terrasse avec piscine et vue panoramique sur la ville.Toutes les chambres climatisées de l'Imperial Plaza sont équipées de la télévision par satellite, d'une salle de bains privative et d'une connexion Wi-Fi. Elles sont accessibles par un ascenseur.Un petit-déjeuner buffet est servi tous les jours et l'hôtel dispose de plusieurs restaurants qui proposent une cuisine internationale et marocaine. Vous trouverez également 2 bars avec une terrasse où vous pourrez boire un verre servi avec des pâtisseries marocaines biologiques.L'Imperial Plaza est seulement à quelques minutes en voiture de la principale zone commerçante de l'avenue Mohamed V et à 10 minutes de route de la place Jemaa El Fna dans le quartier de la Médina. Il est situé à 15 minutes en voiture du club de golf Royal et de l'aéroport de Marrakech-Menara.Nous parlons votre langue !",542,6.8,352,Maroc,Marrakech,"Avenue Abdelkrime El Khatabi, 40000 Marrakech, Maroc",48.jpg,1 piscine | Navette aéroport | Spa et centre de bien-être | Salle de sport superbe | Connexion Wi-Fi gratuite | Chambres non-fumeurs | Équipements pour les personnes handicapées | Bar | Petit-déjeuner
